Name,lat,lon
Ygos-Saint-Saturnin,43.97651,-0.7378
Yèvres,48.21078,1.18717
Woippy,49.15111,6.15132
Waziers,50.38717,3.1149
Wattrelos,50.70118,3.21812
Vouzon,47.64515,2.05609
Vitry-sur-Orne,49.26595,6.11074
Violaines,50.5416,2.7886
Vineuil,46.90038,1.63543
Villiers-sur-Orge,48.65953,2.30002
Villiers-Saint-Fréderic,48.81667,1.88333
Villetaneuse,48.95833,2.34167
Villebois,45.84822,5.4331
Vic-sur-Aisne,49.40609,3.11223
Veyre-Monton,45.66866,3.17144
Vendrennes,46.82613,-1.12339
Varennes-sur-Allier,46.31318,3.40147
Valros,43.4201,3.36603
Valmondois,49.0973,2.18996
Valleiry,46.11106,5.97037
Valergues,43.66819,4.06109
Uzemain,48.08572,6.34443
Usson-en-Forez,45.39174,3.94142
Trilport,48.95685,2.95076
Trémentines,47.12333,-0.78745
Trélévern,48.80851,-3.37176
Trébeurden,48.76929,-3.56814
Toul,48.68075,5.89115
Tiercé,47.6157,-0.46787
Thun-Saint-Amand,50.47276,3.45115
Thouaré-sur-Loire,47.26957,-1.44354
Thônes,45.88123,6.32572
Thizy-les-Bourgs,46.02995,4.31299
Teting-sur-Nied,49.05704,6.66294
Tavers,47.75921,1.61267
Tabanac,44.72051,-0.4057
Sury-le-Comtal,45.53735,4.18573
Spicheren,49.19252,6.96611
Servon-sur-Vilaine,48.12132,-1.46055
Serqueux,49.63202,1.54005
Sermaize-les-Bains,48.78507,4.91169
Septeuil,48.89245,1.68357
Selvigny,50.07971,3.34899
Savigny,45.81595,4.5741
Sausset-les-Pins,43.33136,5.10431
Saujon,45.67239,-0.92648
Saucats,44.6527,-0.59656
Sannois,48.96667,2.25
Saint-Viâtre,47.52438,1.93276
Pragoulin,46.05425,3.39346
Saint-Rémy-en-Mauges,47.27202,-1.07499
Saint-Quentin-la-Poterie,44.0454,4.44112
Saint-Philbert-de-Grand-Lieu,47.03573,-1.64088
Saint-Paul-Cap-de-Joux,43.64695,1.97543
Saint-Pal-de-Mons,45.24634,4.27416
Saint-Martin-de-Ré,46.2031,-1.36746
Saint-Jean-d'Illac,44.80978,-0.78394
Saint-Jean-de-Soudain,45.5677,5.4288
Saint-Jean-d'Aulps,46.23438,6.65327
Saint-Hilaire-de-Villefranche,45.85053,-0.52966
Saint-Hilaire de Talmont,46.47006,-1.60332
Saint-Georges-des-Groseillers,48.76993,-0.56768
Sainte-Sigolène,45.24329,4.23343
Sainte-Savine,48.29637,4.04642
Saint-Didier-sur-Chalaronne,46.17714,4.81626
Saint-Didier,48.09493,-1.37156
Saint-Claud,45.89543,0.46492
Saint-Chaffrey,44.92555,6.60768
Saint-Bris-le-Vineux,47.74396,3.64922
Saint-Brieuc,48.51513,-2.76838
Saint-Bonnet-près-Riom,45.92972,3.1131
Saint-Avertin,47.36357,0.73993
Saint-Aubin-sur-Gaillon,49.14701,1.32914
Saint-Aubin-des-Ormeaux,46.99194,-1.04316
Saint-André-les-Vergers,48.28527,4.0521
Saint-Andiol,43.83484,4.94453
Russ,48.496,7.25911
Rosult,50.45888,3.35902
Roquecourbe,43.66482,2.29072
Rocquencourt,48.83783,2.10228
Rochecorbon,47.41658,0.75521
Robion,43.84697,5.11017
Rivery,49.90328,2.32235
Rions,44.66385,-0.35221
Rians,47.17875,2.61359
Reyrieux,45.93577,4.81453
Revin,49.94039,4.63503
Revel,45.18618,5.87208
Restigné,47.28224,0.22788
Renwez,49.83839,4.60334
Recquignies,50.28396,4.03722
Raon-l'Étape,48.40414,6.83864
Raedersheim,47.88895,7.28222
Quaëdypre,50.93527,2.45445
Pussay,48.34908,1.99182
Priziac ( Priziac ),48.06045,-3.41037
Pringy,45.94622,6.12608
Prat,48.67685,-3.29807
Pouzauges,46.78242,-0.83794
Portiragnes,43.30467,3.33523
Pont-de-Chéruy,45.75344,5.17245
Pluneret,47.67558,-2.95887
Plumergat,47.74192,-2.91751
Plougrescant,48.84026,-3.22886
Ploufragan,48.49005,-2.79605
Ploërdut,48.08732,-3.28713
Ploemeur,47.73512,-3.42952
Plémy,48.33595,-2.6822
Plélan-le-Grand,48.00186,-2.09935
Plauzat,45.62157,3.14896
Plaintel,48.40754,-2.8179
Pissos,44.30894,-0.77859
Pirou,49.18089,-1.57384
Peyrehorade,43.54496,-1.10068
Perrecy-les-Forges,46.61453,4.2138
Peltre,49.0748,6.22721
Peillon,43.77861,7.38278
Pauillac,45.20023,-0.74876
Passy,45.92341,6.69562
Pacé,48.14854,-1.77435
Ozoir-la-Ferrière,48.76699,2.66871
Ostricourt,50.45145,3.03417
Ostheim,48.15995,7.36976
Osny,49.0701,2.06277
Ons-en-Bray,49.41631,1.92302
Ondres,43.5615,-1.44911
Oisy-le-Verger,50.25047,3.1233
Nouzonville,49.81369,4.74736
Nordhouse,48.44833,7.67326
Neuvéglise,44.92809,2.98328
Neung-sur-Beuvron,47.53486,1.80514
Naveil,47.79576,1.03222
Naucelles,44.95898,2.41884
Muron,46.03524,-0.82893
Mours,49.13077,2.26761
Mourenx,43.3703,-0.62986
Mougins,43.60068,6.99523
Morières-lès-Avignon,43.9403,4.9011
Montois-la-Montagne,49.2168,6.02137
Montmorency,48.98826,2.3434
Montmerle-sur-Saône,46.08333,4.76667
Montlieu-la-Garde,45.25,-0.25
Montigny-en-Ostrevent,50.36667,3.18333
Montferrat,45.48481,5.5902
Montech,43.95744,1.22979
Montcourt-Fromonville,48.30672,2.7046
Mont-Bernanchon,50.58333,2.58333
Montargis,47.99696,2.73261
Mons-en-Barœul,50.63333,3.11667
Mons,43.6124,1.57207
Moncé-en-Belin,47.8952,0.19929
Méteren,50.73333,2.7
Messery,46.35036,6.29099
Merten,49.24903,6.66465
Mérignies,50.50609,3.11043
Méaulte,49.98167,2.66121
Marmagne,46.83666,4.35892
Marigny-les-Usages,47.95799,2.01462
Mareuil-sur-Cher,47.29314,1.32897
Mareuil-sur-Ay,49.04581,4.03587
Marbache,48.79867,6.106
Malintrat,45.81509,3.18603
Luzy,46.79011,3.97036
Lusigny,46.58776,3.49142
Lusanger,47.68118,-1.58838
Lormes,47.28964,3.81714
Longpré-les-Corps-Saints,50.01239,1.99287
L'Isle-sur-la-Sorgue,43.91971,5.05141
Ligueil,47.0421,0.81893
Leucate,42.91056,3.02944
Le Thou,46.08424,-0.91732
Le Thillay,49.00659,2.47218
Le Syndicat,48.01733,6.68436
Les Touches,47.44249,-1.43097
Les Roches-de-Condrieu,45.45281,4.76718
Les Montils,47.49499,1.29775
Les Loges-en-Josas,48.76377,2.14002
Lempdes-sur-Allagnon,45.38333,3.28333
Le Mayet-de-Montagne,46.07091,3.66665
Lédenon,43.91554,4.50956
Le Crest,45.68666,3.12735
Lécousse,48.36732,-1.21809
Le Châtelet-en-Brie,48.50695,2.79163
Le Champ-Saint-Père,46.50835,-1.34633
Le Chambon-sur-Lignon,45.06097,4.30241
Le Bois-Plage-en-Ré,46.18622,-1.39238
La Ville-du-Bois,48.65521,2.26833
Lavardac,44.17952,0.29829
La Trinité-sur-Mer,47.58586,-3.0305
La Tardière,46.6611,-0.73256
Lassy,47.9791,-1.87054
La Sentinelle,50.35115,3.48425
La Ricamarie,45.40536,4.36944
Largentière,44.54272,4.29342
La Remuée,49.52773,0.40283
La Pommeraie-sur-Sèvre,46.83535,-0.77785
La Pomme,43.28987,5.44153
Lantriac,45.0005,4.00444
Lamanon,43.69979,5.08871
La Ferté-Macé,48.58999,-0.358
Val Thorens,45.29777,6.58377
Montolivet,43.31715,5.4235
La Chapelle-du-Noyer,48.03191,1.30953
Labarthe-sur-Lèze,43.45238,1.39973
Kunheim,48.07657,7.53489
Juillac,45.31808,1.32257
Janneyrias,45.75221,5.11277
Issou,48.98994,1.79292
Illfurth,47.6741,7.26607
Igney,48.27358,6.39664
Huttenheim,48.35864,7.57833
Huisseau-sur-Mauves,47.89319,1.70274
Homécourt,49.22071,5.99242
Haverskerque,50.64089,2.54162
Guingamp,48.56259,-3.15289
Gravigny,49.0531,1.16962
Gourdan-Polignan,43.07092,0.57482
Gouesnach,47.91071,-4.11525
Gilly-sur-Isère,45.65917,6.35096
Générac,43.72834,4.34846
Genay,45.89681,4.84091
Gaël,48.13264,-2.22185
Fumay,49.99132,4.70771
Franconville,48.98333,2.23333
Fourques-sur-Garonne,44.44857,0.15838
Fontenay-aux-Roses,48.79325,2.29275
Fontcouverte,45.77196,-0.59141
Fontaine-Étoupefour,49.146,-0.45522
Fleurance,43.8494,0.66298
Firmi,44.54106,2.30764
Fénay,47.23185,5.06211
Faremoutiers,48.79962,2.99607
Eymet,44.66732,0.39905
Eurville-Bienville,48.58333,5.03333
Étampes-sur-Marne,49.03464,3.41893
Esternay,48.73232,3.56159
Enval,45.89921,3.04981
Égletons,45.40637,2.04518
Ébreuil,46.11548,3.08677
Draveil,48.68466,2.41418
Dom-le-Mesnil,49.69012,4.80363
Diemeringen,48.94013,7.18839
Crisolles,49.6225,3.01451
Crèvecœur-le-Grand,49.6,2.08333
Cousolre,50.24607,4.14941
Cours-de-Pile,44.8413,0.54549
Cormontreuil,49.21667,4.05
Combloux,45.8979,6.6442
Colleville-Montgomery,49.27528,-0.30052
Colayrac-Saint-Cirq,44.21996,0.55282
Clermont-en-Argonne,49.10711,5.07002
Clères,49.6,1.11667
Chevaigné,48.21142,-1.62966
Cherves-Richemont,45.74345,-0.35096
Chavanay,45.41647,4.72602
Châteauneuf-sur-Sarthe,47.68087,-0.48848
Châteaufort,48.73584,2.09054
Châteaubriant,47.71675,-1.37643
Chassors,45.69722,-0.21014
Chârost,46.9939,2.11639
Chancenay,48.67001,4.98715
Champvans,47.10466,5.4376
Champignelles,47.78009,3.07457
Chalo-Saint-Mars,48.42328,2.06491
Challex,46.18458,5.97639
Chalamont,45.99734,5.16865
Chaillevette,45.73087,-1.05839
Chacé,47.21435,-0.07179
Cessenon-sur-Orb,43.45011,3.05154
Cayeux-sur-Mer,50.182,1.494
Castelnau-de-Médoc,45.02695,-0.79906
Castelginest,43.69382,1.4344
Cahuzac-sur-Vère,43.9829,1.91029
Bry-sur-Marne,48.83811,2.52488
Bruguières,43.7272,1.40762
Bruay-sur-l'Escaut,50.39918,3.54379
Briscous,43.46028,-1.33394
Briis-sous-Forges,48.62399,2.12112
Brenouille,49.30551,2.54437
Bray-sur-Seine,48.41371,3.23852
Bouzonville,49.29188,6.53386
Boulay-Moselle,49.18333,6.5
Bouin,46.97417,-1.99846
Boué,50.01141,3.69608
Boucau,43.5277,-1.46556
Bondoufle,48.61294,2.37775
Boissy-le-Châtel,48.82073,3.13651
Blonville-sur-Mer,49.33709,0.02709
Bischheim,48.61612,7.75343
Bihorel,49.45468,1.1223
Beynes,48.85626,1.87261
Bessenay,45.77661,4.55441
Bernis,43.76557,4.28619
Belligné,47.46774,-1.0278
Bellenaves,46.20045,3.07995
Beignon,47.97062,-2.17155
Bègles,44.80759,-0.55144
Beaune,47.02413,4.83887
Beaugency,47.78019,1.62705
Beaucouzé,47.47514,-0.63219
Beauchamps,50.01202,1.51764
Bartenheim,47.63364,7.47951
Banyuls de la Marenda,42.48375,3.12897
Bains-les-Bains,48.00113,6.26492
Bagneux,48.79565,2.30796
Bachant,50.2154,3.86835
Auffay,49.71881,1.09911
Auch,43.64561,0.58856
Auby,50.41457,3.05396
Aubigné-Racan,47.69096,0.26726
Astaffort,44.06337,0.6512
Aspach-le-Haut,47.77653,7.13145
Arnac-la-Poste,46.26609,1.37338
Arleux,50.28037,3.10448
Argences,49.12635,-0.16644
Ardentes,46.74191,1.83428
Arcey,47.52258,6.66222
Arâches-la-Frasse,46.04297,6.63145
Anneyron,45.2722,4.88626
Aniche,50.32995,3.25346
Andé,49.23163,1.24088
Amou,43.59292,-0.74714
Amanvillers,49.16784,6.04367
Althen-des-Paluds,44.00405,4.95861
Allonnes,47.96744,0.16023
Alixan,44.97426,5.0285
Aiguillon,44.29919,0.33943
Aigrefeuille-sur-Maine,47.08008,-1.40419
Ahuillé,48.02076,-0.87071
Achères-la-Forêt,48.35458,2.57035
Abrest,46.09859,3.44461
Ablis,48.5172,1.83624
Baille,43.2877,5.39804
Wolfgantzen,48.02805,7.5004
Waldighofen,47.55045,7.31512
Virieu-le-Grand,45.84766,5.65146
Vireux-Molhain,50.07874,4.72426
Vineuil-Saint-Firmin,49.20024,2.49567
Vincey,48.33749,6.33134
Villiers-en-Lieu,48.66785,4.89755
Villers-la-Montagne,49.47175,5.82522
Villeneuve-sur-Lot,44.40854,0.70415
Villeneuve-lès-Maguelone,43.53222,3.86047
Villeneuve-de-la-Raho,42.63696,2.91683
Villeneuve,44.94488,6.56545
Villenave-d'Ornon,44.77935,-0.56707
Vigy,49.20443,6.29906
Vignacourt,50.01236,2.19743
Vertheuil,45.25049,-0.83448
Véron,48.12853,3.30773
Vernosc-lès-Annonay,45.21596,4.7131
Vermenton,47.66459,3.73501
Vennecy,47.95465,2.05459
Vendres,43.26978,3.22395
Vecoux,47.97797,6.63651
Vayrac,44.95312,1.70327
Vaucresson,48.84078,2.15652
Ugine,45.75571,6.41503
Trégastel,48.81667,-3.5
Torreilles,42.75505,2.99351
Thouarcé,47.26715,-0.50091
Thoissey,46.17222,4.80251
Thiverval-Grignon,48.84964,1.91729
Thézan-lès-Béziers,43.42166,3.16897
Tende,44.08752,7.59366
Tarnos,43.5417,-1.46281
Stenay,49.49489,5.18606
Soucy,48.24956,3.32385
Solre-le-Château,50.17432,4.08898
Solliès-Toucas,43.20579,6.02485
Sevrey,46.73825,4.8403
Sermérieu,45.66995,5.4111
Seine-Port,48.55743,2.55316
Savigny-Lévescault,46.53575,0.47701
Saverdun,43.23458,1.57443
Sauxillanges,45.55109,3.37147
Sauvigny-les-Bois,46.96676,3.2719
Saulnes,49.53189,5.8213
Sathonay-Camp,45.82462,4.87453
Samoëns,46.08282,6.72647
Salses-le-Château,42.83333,2.91667
Saïx,43.58109,2.18267
Saint-Yorre,46.06598,3.4643
Saint-Vincent-des-Landes,47.65578,-1.49547
Saint-Vallier-de-Thiey,43.69841,6.84779
Saint-Romain-la-Motte,46.0815,3.99076
Saint-Porchaire,45.82101,-0.78414
Saint-Ouen,47.81404,1.08067
Saint-Morillon,44.64984,-0.50294
Saint-Martin-Lacaussade,45.14692,-0.64292
Saint-Martin-du-Tertre,49.10743,2.34533
Saint-Martin-du-Tertre,48.21659,3.26151
Saint-Martin-de-Landelles,48.5453,-1.1724
Saint-Marcel-lès-Annonay,45.28613,4.62616
Saint-Louis,43.34809,5.35463
Saint-Louis,47.59206,7.55923
Saint-Laurent-du-Pape,44.82328,4.76679
Saint-Laurent-de-la-Plaine,47.31738,-0.80333
Saint-Junien,45.88746,0.90158
Saint-Julien-en-Saint-Alban,44.75417,4.69678
Saint-Julien,47.40029,5.14163
Saint-Julien,43.31334,5.44935
Saint-Jean-d'Angély,45.94408,-0.52133
Saint-Hilaire-de-la-Côte,45.39162,5.3159
Saint-Gervasy,43.87796,4.46818
Saint-Étienne-du-Grès,43.78045,4.72534
Saint-Étienne-du-Bois,46.83059,-1.59544
Corcoué-sur-Logne,46.96667,-1.58333
Sainte-Radegonde,46.98333,-0.25
Sainte-Hélène,47.71958,-3.20463
Saint-Didier-de-la-Tour,45.55755,5.48026
Saint-Carreuc,48.39844,-2.7317
Saint-Broladre,48.58684,-1.65677
Saint-Briac-sur-Mer,48.62048,-2.13348
Saint-Bon-Tarentaise,45.43373,6.63686
Saint-Berain-sous-Sanvignes,46.70678,4.29405
Saint-Aunès,43.64083,3.96583
Saint-Armel,48.01247,-1.59146
Saint-Agnant-de-Versillat,46.27852,1.51019
Ruaudin,47.94499,0.26632
Roz-sur-Couesnon,48.58842,-1.59255
Roybon,45.25851,5.24502
Routot,49.378,0.73346
Rosières-près-Troyes,48.26182,4.07396
Roquevaire,43.35021,5.60414
Ronchamp,47.70063,6.63591
Romilly-sur-Seine,48.51085,3.72634
Romillé,48.21586,-1.89208
Romenay,46.50208,5.06904
Rolampont,47.94951,5.2856
Roche-lez-Beaupré,47.28333,6.11667
Requeil,47.78493,0.16182
Rabastens-de-Bigorre,43.38758,0.15057
Puteaux,48.88341,2.23894
Pugnac,45.08204,-0.49628
Porcieu,45.83416,5.40168
Pont-du-Château,45.7983,3.24839
Pommerit-le-Vicomte,48.61976,-3.08948
Plouzané,48.38131,-4.61805
Ploudaniel,48.53693,-4.31146
Pléneuf-Val-André,48.59111,-2.54846
Plainfaing,48.17284,7.01539
Pierre-Buffière,45.69451,1.35895
Perpignan,42.69764,2.89541
Pérignat-sur-Allier,45.72843,3.23184
Parthenay,46.64832,-0.24672
Ouzouer-sur-Trézée,47.67266,2.808
Ouroux-sur-Saône,46.72147,4.95262
Ornans,47.10749,6.14306
Orgères,47.99847,-1.66828
Onnaing,50.38584,3.59963
Nuits-Saint-Georges,47.13683,4.949
Notre-Dame-de-Monts,46.831,-2.131
Noizay,47.42188,0.89201
Nieul,45.92668,1.17494
Niederschaeffolsheim,48.77241,7.73862
Névian,43.21225,2.90235
Neuville-sur-Escaut,50.3,3.35
Neuville-de-Poitou,46.68505,0.24474
Nassandres,49.12632,0.73597
Mûrs-Erigné,47.39592,-0.55293
Moulins,46.56459,3.33243
Morangis,48.70383,2.33908
Montrottier,45.7901,4.4666
Montierchaume,46.86362,1.77181
Montfort-le-Gesnois,48.04798,0.40339
Montescourt-Lizerolles,49.73828,3.25736
Monterfil,48.0669,-1.97812
Montbronn,48.99243,7.31075
Montayral,44.48,0.98381
Monsempron,44.49144,0.94101
Molières,44.19332,1.36364
Mirefleurs,45.69319,3.2237
Miré,47.75752,-0.49177
Mirandol-Bourgnounac,44.14193,2.16676
Menetou-Salon,47.23172,2.48715
Melesse,48.21762,-1.69721
Meaux,48.96014,2.87885
Mauves,45.03833,4.82934
Marcillac-Vallon,44.47464,2.46454
Marcellaz-Albanais,45.87546,5.9988
Malaucène,44.17393,5.13213
Maintenon,48.58704,1.57847
Magny-les-Hameaux,48.74345,2.06154
Luzinay,45.58996,4.95891
Luc-la-Primaube,44.31439,2.53552
Luant,46.733,1.55793
Loyat,47.98984,-2.38329
Loperhet,48.37544,-4.30641
Loivre,49.34619,3.97978
Loison-sous-Lens,50.43796,2.85322
Loiron,48.05971,-0.93536
Livron-sur-Drôme,44.77689,4.8418
Limeil-Brévannes,48.7448,2.48705
Ligny-en-Cambrésis,50.10123,3.37841
Lignières,46.75152,2.17381
Lezay,46.26494,-0.00909
Lézat-sur-Lèze,43.27622,1.34664
Moutiers-les-Mauxfaits,46.49358,-1.42662
Les Matelles,43.73044,3.80912
Les Lucs-sur-Boulogne,46.84414,-1.49392
Les Landes-Genusson,46.96378,-1.1194
Les Champs-Géraux,48.41649,-1.97148
Le Pontet,43.96119,4.86008
Le Poiré-sur-Vie,46.76868,-1.50911
Le Pin,48.91523,2.62841
Le Minihic-sur-Rance,48.57659,-2.01221
Le Mesnil-le-Roi,48.93825,2.12554
Le Manoir,49.31355,1.20455
Le Cailar,43.6759,4.23616
Le Blanc,46.63371,1.06272
La Turballe,47.34569,-2.50699
La Salle-et-Chapelle-Aubry,47.25013,-0.97512
Larressore,43.37024,-1.43924
La Roquette-sur-Siagne,43.59873,6.95671
Lanton,44.70712,-1.03968
Lannilis,48.57,-4.52196
La Montagne,47.18987,-1.68395
La Meilleraie-Tillay,46.74108,-0.84603
Lamarche-sur-Saône,47.26946,5.38589
Laillé,47.97821,-1.71945
La Ferté-sous-Jouarre,48.9514,3.12724
La Crau,43.14962,6.07399
La Chapelle-de-Guinchay,46.20841,4.76245
La Bazoche-Gouet,48.13985,0.98163
La Baconnière,48.18297,-0.89373
Jussac,44.98764,2.42308
Jouet-sur-l'Aubois,47.04562,2.98725
Incheville,50.01239,1.49438
Hornaing,50.36835,3.33707
Horgues,43.18842,0.08808
Hondschoote,50.978,2.58372
Hazebrouck,50.72374,2.53729
Gueux,49.25048,3.91024
Guenrouet,47.51939,-1.95679
Gréasque,43.4331,5.54449
Granville,48.83792,-1.59714
Gallargues-le-Montueux,43.71667,4.16667
Grandfresnoy,49.37218,2.65216
Gonesse,48.98693,2.44892
Givet,50.13796,4.82545
Gillonnay,45.39251,5.29413
Gidy,47.98539,1.83816
Gerzat,45.82581,3.14473
Genillé,47.18333,1.1
Génelard,46.58119,4.23619
Gargenville,48.98802,1.81176
Gardanne,43.45491,5.46913
Frotey-lès-Vesoul,47.62078,6.18831
Fourchambault,47.01667,3.08333
Foulayronnes,44.24029,0.64516
Fortschwihr,48.08825,7.4505
Fontenay-Trésigny,48.70647,2.87047
Fontaines-sur-Saône,45.83572,4.8449
Flayosc,43.53396,6.3966
Firminy,45.38956,4.2886
Faverolles-sur-Cher,47.31732,1.19045
Étables-sur-Mer,48.63333,-2.83333
Estrées,50.30079,3.0698
Essômes-sur-Marne,49.02881,3.37571
Erbrée,48.09828,-1.12496
Ensisheim,47.86584,7.35052
Larequille,46.25189,2.70163
Dugny-sur-Meuse,49.10953,5.3855
Dormans,49.07392,3.63819
Don,50.54912,2.91817
Domgermain,48.64276,5.82957
Dombasle-sur-Meurthe,48.61861,6.35538
Dingsheim,48.63053,7.66932
Désertines,46.35456,2.61924
Decize,46.82852,3.46192
Dachstein,48.56127,7.53233
Cugand,47.06353,-1.25463
Criquetot-l'Esneval,49.64555,0.26571
Cours-la-Ville,46.1,4.31667
Cournon-d'Auvergne,45.74123,3.19643
Coublevie,45.35856,5.61146
Corpeau,46.92917,4.75226
Cornil,45.21062,1.69173
Corbelin,45.60733,5.54261
Commequiers,46.76264,-1.83815
Comines,50.7615,3.01063
Coëx,46.69748,-1.7602
Clairac,44.36016,0.37829
Cholet,47.05893,-0.87974
Choisy,45.99359,6.05866
Chavanoz,45.76846,5.18808
Charentay,46.08897,4.67921
Charbonnières-les-Bains,45.78053,4.74637
Chambon-sur-Voueize,46.18996,2.42488
Ceyzériat,46.18126,5.31977
Ceyreste,43.21352,5.62946
Cavignac,45.10062,-0.38967
Cars,45.12977,-0.62046
Carling,49.16635,6.71563
Capestang,43.3288,3.04466
Candillargues,43.62049,4.06832
Cadalen,43.84982,1.98096
Bussière-Dunoise,46.25845,1.76228
Buis-les-Baronnies,44.27647,5.27187
Bruyères-sur-Oise,49.15756,2.32577
Briollay,47.56446,-0.50805
Brignoles,43.4058,6.06172
Briec,48.10184,-3.99915
Bréauté,49.62805,0.40005
Bouzigues,43.44843,3.65761
Bouxwiller,48.82495,7.48117
Bouville,49.56193,0.89514
Bourgueil,47.28333,0.16612
Bourg-de-Thizy,46.03371,4.29904
Bonnemain,48.46675,-1.76731
Blotzheim,47.6026,7.49654
Bliesbruck,49.11543,7.18112
Beure,47.2069,6.00548
Béthisy-Saint-Pierre,49.30482,2.79636
Berre-l'Étang,43.47809,5.17044
Bernières-sur-Mer,49.33057,-0.42299
Belmont-sur-Rance,43.81812,2.7543
Belleu,49.35917,3.33556
Belle-Isle-en-Terre,48.54477,-3.39583
Bellegarde,47.98333,2.43333
Beauchastel,44.82587,4.80305
Beauchamp,49.01667,2.2
Bazoges-en-Pareds,46.65697,-0.9183
Bazeilles,49.6765,4.97752
Bassan,43.41126,3.25312
Barjols,43.55805,6.00752
Baraqueville,44.27655,2.43184
Bandol,43.14247,5.74718
Bailleau-le-Pin,48.36698,1.32948
Bagnolet,48.86667,2.41667
Azé,47.8222,-0.68333
Avord,47.03514,2.65295
Aureilhan,43.24372,0.09593
Aulnoye-Aymeries,50.20141,3.83844
Audun-le-Tiche,49.47217,5.9555
Audincourt,47.48327,6.85341
Arzano,47.90116,-3.4404
Artigues-près-Bordeaux,44.85887,-0.49718
Argelès-Gazost,43.00271,-0.09914
Argancy,49.19543,6.20157
Annot,43.96528,6.66879
Anhiers,50.40737,3.15512
Andelnans,47.60267,6.86621
Amfreville,49.25,-0.23333
Allauch,43.33573,5.48201
Aigueperse,46.02255,3.20228
Agen,44.20199,0.62055
Abeilhan,43.4499,3.29488
Lyon 06,45.76788,4.85064
Marseille 13,43.31856,5.40836
La Valbarelle,43.28494,5.45387
Cervera de la Marenda,42.44094,3.16518
Bagnac-sur-Célé,44.66667,2.16667
Avermes,46.58774,3.3072
Auzances,46.02859,2.50073
Ascain,43.34595,-1.62118
Arvert,45.7406,-1.12793
Arnay-le-Duc,47.13202,4.48595
Arbonne-la-Forêt,48.41405,2.56677
Aouste-sur-Sye,44.71813,5.05422
Ambronay,46.00467,5.36273
Amanlis,48.00627,-1.47642
Allex,44.76765,4.89837
Allègre,45.19959,3.71174
Algolsheim,48.00629,7.55945
La Colle-sur-Loup,43.68648,7.10376
La Clayette,46.29002,4.30422
La Ciotat,43.17476,5.60449
La Chapelle-Launay,47.37195,-1.9715
La Chapelle-Janson,48.34771,-1.10171
La Celle-sur-Morin,48.81146,2.96921
Knutange,49.33895,6.03898
Juvisy-sur-Orge,48.68333,2.38333
Jugon-les-Lacs,48.41667,-2.33333
Jouques,43.6371,5.63672
Job,45.61607,3.74542
Izernore,46.21352,5.552
Hoymille,50.97187,2.44738
Houdan,48.79044,1.60007
Holtzwihr,48.11288,7.4208
Holtzheim,48.5582,7.64434
Hauterive,46.08834,3.44626
Hasparren,43.38394,-1.30523
Guéreins,46.10346,4.77275
Guérard,48.82086,2.95969
Gramat,44.77942,1.72469
Gourdon,44.73576,1.38071
Fublaines,48.93816,2.93655
Foissiat,46.3715,5.17525
Flines-lez-Raches,50.41667,3.18333
Fleury-les-Aubrais,47.93328,1.91811
Fleury,49.04181,6.19329
Fitilieu,45.54744,5.56194
Férolles,47.83475,2.11113
Faches-Thumesnil,50.58333,3.06667
Évires,46.03783,6.22453
Étréchy,48.49465,2.19489
Erdeven,47.6422,-3.15662
Epiniac,48.51023,-1.69751
Englefontaine,50.19091,3.64401
Élancourt,48.78421,1.9552
Éguzon-Chantôme,46.45,1.58333
Égreville,48.17606,2.87278
Eaubonne,48.99712,2.28249
Dunkerque,51.0344,2.37681
Duclair,49.48385,0.87617
Drap,43.75508,7.32152
Douarnenez,48.09542,-4.32904
Donzy,47.37066,3.12548
Donnery,47.91486,2.10299
Dompierre-sur-Mer,46.18828,-1.06353
Diesen,49.17818,6.67798
Denée,47.37869,-0.60758
Dangé-Saint-Romain,46.93333,0.6
Damprichard,47.24413,6.88121
Dambach-la-Ville,48.32379,7.42547
Culoz,45.84886,5.78537
Cuise-la-Motte,49.38642,3.00588
Crouy-sur-Ourcq,49.0898,3.0753
Crouy,49.40274,3.35834
Creysse,44.85514,0.56551
Cravanche,47.65346,6.83197
Courcelles-lès-Montbéliard,47.50113,6.78461
Coulombiers,46.48615,0.18734
Cossé-le-Vivien,47.94538,-0.91184
Corsept,47.27678,-2.06062
Corbarieu,43.94422,1.36808
Condé-Sainte-Libiaire,48.89695,2.83904
Coëtmieux,48.49166,-2.60029
Cires-lès-Mello,49.27242,2.3584
Châtellerault,46.81705,0.54518
Château-la-Vallière,47.54665,0.32458
Château-Gaillard,45.97239,5.30436
Charmes-sur-Rhône,44.86367,4.83533
Champsecret,48.60925,-0.55058
Chamant,49.2199,2.61176
Chamagnieu,45.68249,5.16947
Ceyrat,45.73265,3.06323
Ceton,48.22631,0.74968
Cernay,47.8097,7.17699
Caumont-sur-Durance,43.89356,4.94745
Castets,43.88258,-1.14741
Casteljaloux,44.3147,0.08767
Carmaux,44.04963,2.1581
Carantec,48.6677,-3.91416
Canet,43.22842,2.8469
Cancale,48.6766,-1.85216
Cabariot,45.92553,-0.85743
Butry-sur-Oise,49.08837,2.19916
Bussières,45.8357,4.27123
Buchères,48.23508,4.1131
Bû,48.79705,1.49702
Bréhand,48.40257,-2.57375
Bras,43.47163,5.95486
Bram,43.24376,2.11341
Bourth,48.76846,0.80911
Bourg,45.04062,-0.55893
Boisseuil,45.77003,1.33124
